Thu Jul 11 15:42:32 2013,,,,,
3504346,975,76218360,,,
3505178,1500,76219860,,,
3506851,1200,76221060,,,
3507743,525,76221585,,,
3508253,1125,76222710,,,
3508321,825,76223535,,,
3509409,1875,76225410,,,
3510553,525,76225935,,,
3510629,825,76226760,,,
3511717,1650,76228410,,,
3511769,750,76229160,,,
3513255,900,76230060,,,
3513307,1425,76231485,,,
3514139,450,76231935,,,
3514215,600,76232535,,,
3514593,825,76233360,,,
3515485,825,76234185,,,
3517023,3225,76237410,,,
3518111,450,76237860,,,
3518179,750,76238610,,,
3519271,1575,76240185,,,
3519323,1425,76241610,,,
3520411,675,76242285,,,
3520487,525,76242810,,,
3520921,975,76243785,,,
3520997,975,76244760,,,
3521829,1125,76245885,,,
3521881,900,76246785,,,
3523329,1575,76248360,,,
3523453,1200,76249560,,,
3524541,675,76250235,,,
3524545,825,76251060,,,
3525055,450,76251510,,,
3525059,675,76252185,,,
3525891,1500,76253685,,,
3526015,900,76254585,,,
3526843,525,76255110,,,
3527687,1425,76256535,,,
3529221,1200,76257735,,,
3530425,450,76258185,,,
3530437,825,76259010,,,
3531071,600,76259610,,,
3531075,975,76260585,,,
3532163,975,76261560,,,
3532287,900,76262460,,,
3533697,1425,76263885,,,
3533821,1743,76265628,,,
3534653,525,76266153,,,
3534657,975,76267128,,,
3535609,1275,76268403,,,
3536441,525,76268928,,,
3536453,825,76269753,,,
3536955,450,76270203,,,
3536967,975,76271178,,,
3538055,1666,76272844,,,
3538171,825,76273669,,,
3539262,675,76274344,,,
3539266,825,76275169,,,
3540354,1500,76276669,,,
3540478,1875,76278544,,,
3541892,1800,76280344,,,
3542016,1350,76281694,,,
3542848,975,76282669,,,
3542852,450,76283119,,,
3543688,1125,76284244,,,
3544636,600,76284844,,,
3544648,825,76285669,,,
3545146,825,76286494,,,
3545158,825,76287319,,,
3546246,1125,76288444,,,
3547908,1275,76289719,,,
3548032,1200,76290919,,,
3549120,675,76291594,,,
3549124,450,76292044,,,
3549630,675,76292719,,,
3549634,975,76293694,,,
3550466,1950,76295644,,,
3550590,1350,76296994,,,
3551418,825,76297819,,,
3551430,450,76298269,,,
3552378,1200,76299469,,,
3553916,1425,76300894,,,
3555004,450,76301344,,,
3555016,600,76301944,,,
3555488,1725,76303669,,,
3555556,600,76304269,,,
3556388,1275,76305544,,,
3557922,2550,76308094,,,
3558136,456,76308550,,,
3559070,600,76309150,,,
3560230,900,76310050,,,
3560282,1125,76311175,,,
3561370,675,76311850,,,
3561446,675,76312525,,,
3561884,525,76313050,,,
3561960,825,76313875,,,
3562792,1350,76315225,,,
3562844,750,76315975,,,
3564254,1800,76317775,,,
3565086,450,76318225,,,
3565154,825,76319050,,,
3565668,975,76320025,,,
3566602,532,76320557,,,
3566816,1575,76322132,,,
3567900,600,76322732,,,
3567976,525,76323257,,,
3569064,1125,76324382,,,
3569116,600,76324982,,,
3570598,1425,76326407,,,
3570650,1800,76328207,,,
3571482,825,76329032,,,
3571558,900,76329932,,,
3572131,600,76330532,,,
3572191,600,76331132,,,
3573023,1275,76332407,,,
3573091,1500,76333907,,,
3574557,1200,76335107,,,
3574625,1500,76336607,,,
3575713,675,76337282,,,
3575773,825,76338107,,,
3576421,1875,76339982,,,
3577509,675,76340657,,,
3577561,1575,76342232,,,
3578075,525,76342757,,,
3578983,1050,76343807,,,
3580829,900,76344707,,,
3580897,1950,76346657,,,
3581729,975,76347632,,,
3581789,975,76348607,,,
3582243,675,76349282,,,
3582303,525,76349807,,,
3583391,1425,76351232,,,
3583459,1200,76352432,,,
3584039,1575,76354007,,,
3584091,675,76354682,,,
3585179,1875,76356557,,,
3586506,9719,76366276,,,
3586713,900,76367176,,,
3587621,825,76368001,,,
3588097,675,76368676,,,
3588221,600,76369276,,,
3589309,1971,76371247,,,
3589313,1275,76372522,,,
3590851,900,76373422,,,
3591683,675,76374097,,,
3591807,450,76374547,,,
3593147,1725,76376272,,,
3593159,1283,76377555,,,
3593991,975,76378530,,,
3594107,450,76378980,,,
3594501,675,76379655,,,
3594617,600,76380255,,,
3595705,675,76380930,,,
3595717,900,76381830,,,
3596863,825,76382655,,,
3597955,975,76383630,,,
3598079,450,76384080,,,
3598465,825,76384905,,,
3599421,1200,76386105,,,
3600773,900,76387005,,,
3600889,450,76387455,,,
3601721,825,76388280,,,
3601733,600,76388880,,,
3603259,1800,76390680,,,
3603271,1575,76392255,,,
3604359,825,76393080,,,
3604475,450,76393530,,,
3605015,1425,76394955,,,
3606187,675,76395630,,,
3606231,450,76396080,,,
3606697,600,76396680,,,
3607573,1650,76398330,,,
3607747,1216,76399546,,,
3609005,600,76400146,,,
3609041,450,76400596,,,
3609873,975,76401571,,,
3609965,750,76402321,,,
3611411,900,76403221,,,
3611503,1800,76405021,,,
3612591,600,76405621,,,
3612627,450,76406071,,,
3612713,600,76406671,,,
3612757,825,76407496,,,
3613929,900,76408396,,,
3615293,1368,76409764,,,
3615467,900,76410664,,,
3616343,675,76411339,,,
3617683,1125,76412464,,,
3617775,1650,76414114,,,
3618607,525,76414639,,,
3618643,600,76415239,,,
3619117,600,76415839,,,
3619153,600,76416439,,,
3620241,825,76417264,,,
3620333,825,76418089,,,
3621813,900,76418989,,,
3621833,1425,76420414,,,
3622665,675,76421089,,,
3622773,450,76421539,,,
3623179,450,76421989,,,
3623287,675,76422664,,,
3624375,1125,76423789,,,
3624395,825,76424614,,,
3624975,450,76425064,,,
3625075,975,76426039,,,
3626163,2100,76428139,,,
3627697,900,76429039,,,
3628557,900,76429939,,,
3628657,525,76430464,,,
3629451,600,76431064,,,
3629559,975,76432039,,,
3630391,900,76432939,,,
3630411,1350,76434289,,,
3631925,1125,76435414,,,
3631945,825,76436239,,,
3633033,825,76437064,,,
3633141,600,76437664,,,
3633741,1575,76439239,,,
3634829,975,76440214,,,
3634929,600,76440814,,,
3635343,600,76441414,,,
3635443,600,76442014,,,
3636303,1200,76443214,,,
3638006,975,76444189,,,
3638838,525,76444714,,,
3638858,525,76445239,,,
3639372,675,76445914,,,
3640568,1500,76447414,,,
3641652,825,76448239,,,
3641680,450,76448689,,,
3642768,1500,76450189,,,
3642868,1425,76451614,,,
3644302,825,76452439,,,
3644402,900,76453339,,,
3645234,450,76453789,,,
3645262,450,76454239,,,
3645624,450,76454689,,,
3645644,675,76455364,,,
3646476,1425,76456789,,,
3646584,833,76457622,,,
3648010,825,76458447,,,
3649206,600,76459047,,,
3649226,675,76459722,,,
3649290,16796,76476518,,,
3650318,750,76477268,,,
3650418,1125,76478393,,,
3651506,825,76479218,,,
3651534,450,76479668,,,
3652020,525,76480193,,,
3652048,600,76480793,,,
3652880,1125,76481918,,,
3652980,1650,76483568,,,
3654444,1050,76484618,,,
3654488,1650,76486268,,,
3655576,450,76486718,,,
3655660,450,76487168,,,
3656086,525,76487693,,,
3656170,675,76488368,,,
3657002,1050,76489418,,,
3657046,1875,76491293,,,
3657874,525,76491818,,,
3657966,1125,76492943,,,
3658834,675,76493618,,,
3660035,912,76494530,,,
3660372,1425,76495955,,,
3661552,600,76496555,,,
3662102,825,76497380,,,
3662186,825,76498205,,,
3663274,750,76498955,,,
3663318,1875,76500830,,,
3664812,750,76501580,,,
3664856,1875,76503455,,,
3665688,675,76504130,,,
3665772,525,76504655,,,
3666608,600,76505255,,,
3667476,1275,76506530,,,
3667568,450,76506980,,,
3667986,600,76507580,,,
3669166,675,76508255,,,
3670875,450,76508705,,,
3672039,1800,76510505,,,
3672549,1350,76511855,,,
3673381,450,76512305,,,
3673433,825,76513130,,,
3674269,825,76513955,,,
3674337,825,76514780,,,
3675169,675,76515455,,,
3675229,825,76516280,,,
3676707,825,76517105,,,
3676767,675,76517780,,,
3677855,600,76518380,,,
3677923,1275,76519655,,,
3678489,825,76520480,,,
3678792,532,76521012,,,
3679653,600,76521612,,,
3681191,600,76522212,,,
3681243,525,76522737,,,
3682075,1800,76524537,,,
3682979,675,76525212,,,
3683039,450,76525662,,,
3683871,1275,76526937,,,
3683939,825,76527762,,,
3684381,900,76528662,,,
3684449,1275,76529937,,,
3685537,675,76530612,,,
3685597,450,76531062,,,
3687045,600,76531662,,,
3687161,450,76532112,,,
3687993,600,76532712,,,
3688005,675,76533387,,,
3688507,2550,76535937,,,
3688519,1894,76537831,,,
3689607,450,76538281,,,
3689723,675,76538956,,,
3690819,1425,76540381,,,
3691907,675,76541056,,,
3692031,525,76541581,,,
3693441,825,76542406,,,
3693565,525,76542931,,,
3694397,984,76543915,,,
3694401,600,76544515,,,
3694779,2325,76546840,,,
3694791,900,76547740,,,
3695623,450,76548190,,,
3695739,450,76548640,,,
3697157,600,76549240,,,
3697273,675,76549915,,,
3698361,600,76550515,,,
3698373,825,76551340,,,
3699457,825,76552165,,,
3700669,825,76552990,,,
3701183,2025,76555015,,,
3702019,525,76555540,,,
3702143,450,76555990,,,
3703736,675,76556665,,,
3703748,600,76557265,,,
3704580,600,76557865,,,
3705094,975,76558840,,,
3706298,450,76559290,,,
3706310,825,76560115,,,
3706882,1275,76561390,,,
3707006,1800,76563190,,,
3708094,450,76563640,,,
3708098,825,76564465,,,
3709628,900,76565365,,,
3709632,450,76565815,,,
3710464,825,76566640,,,
3710588,750,76567390,,,
3711482,975,76568365,,,
3712314,525,76568890,,,
3712326,825,76569715,,,
3713848,975,76570690,,,
3713860,600,76571290,,,
3715064,975,76572265,,,
3715644,675,76572940,,,
3715648,600,76573540,,,
3716736,1200,76574740,,,
3716860,1125,76575865,,,
3717250,1350,76577215,,,
3717374,975,76578190,,,
3718206,450,76578640,,,
3718210,675,76579315,,,
3719706,450,76579765,,,
3719782,600,76580365,,,
3720870,1125,76581490,,,
3720922,1725,76583215,,,
3721380,1125,76584340,,,
3721432,675,76585015,,,
3722264,675,76585690,,,
3722340,525,76586215,,,
3723638,456,76586671,,,
3723680,975,76587646,,,
3724572,675,76588321,,,
3726110,825,76589146,,,
3726178,600,76589746,,,
3727266,1275,76591021,,,
3727396,1125,76592146,,,
3727448,900,76593046,,,
3728536,525,76593571,,,
3728612,600,76594171,,,
3730074,450,76594621,,,
3730150,450,76595071,,,
3730982,1275,76596346,,,
3731034,1500,76597846,,,
3732451,450,76598296,,,
3733343,1350,76599646,,,
3733385,608,76600254,,,
3733853,825,76601079,,,
3734941,450,76601529,,,
3735009,1050,76602579,,,
3735565,1050,76603629,,,
3735665,1125,76604754,,,
3736753,975,76605729,,,
3736781,675,76606404,,,
3738291,975,76607379,,,
3738319,600,76607979,,,
3739151,600,76608579,,,
3739251,750,76609329,,,
3740619,525,76609854,,,
3741559,1950,76611804,,,
3742069,1200,76613004,,,
3743157,975,76613979,,,
3743177,600,76614579,,,
3744307,975,76615554,,,
3744335,675,76616229,,,
3745423,825,76617054,,,
3745523,750,76617804,,,
3745933,1500,76619304,,,
3746033,1350,76620654,,,
3746865,825,76621479,,,
3746893,600,76622079,,,
3748233,600,76622679,,,
3749173,900,76623579,,,
3749193,525,76624104,,,
3750711,825,76624929,,,
3750731,600,76625529,,,
3751819,1125,76626654,,,
3751927,1287,76627941,,,
3752403,900,76628841,,,
3752580,684,76629525,,,
3753327,450,76629975,,,
3754769,675,76630650,,,
3754861,900,76631550,,,
3755985,1425,76632975,,,
3756565,675,76633650,,,
3756649,525,76634175,,,
3757737,1125,76635300,,,
3757781,1650,76636950,,,
3758251,1125,76638075,,,
3758295,1125,76639200,,,
3759127,450,76639650,,,
3759211,525,76640175,,,
3761041,675,76640850,,,
3761965,600,76641450,,,
3762479,1650,76643100,,,
3763603,1125,76644225,,,
3763695,450,76644675,,,
3764267,750,76645425,,,
3764311,1500,76646925,,,
3765399,450,76647375,,,
3765483,675,76648050,,,
3766933,825,76648875,,,
3767017,825,76649700,,,
3767849,1800,76651500,,,
3767893,1350,76652850,,,
3768468,1425,76654275,,,
3768560,1200,76655475,,,
3769392,600,76656075,,,
3769428,600,76656675,,,
3770926,825,76657500,,,
3770962,825,76658325,,,
3772050,1275,76659600,,,
3772142,975,76660575,,,
3773226,450,76661025,,,
3774358,600,76661625,,,
3774872,1575,76663200,,,
3775788,1425,76664625,,,
3775832,675,76665300,,,
3777198,525,76665825,,,
3777234,675,76666500,,,
3778066,975,76667475,,,
3778158,900,76668375,,,
3778580,1125,76669500,,,
3778672,1350,76670850,,,
3779760,675,76671525,,,
3779796,675,76672200,,,
3780972,1350,76673550,,,
3781054,1216,76674766,,,
3782104,825,76675591,,,
3783594,825,76676416,,,
3783638,900,76677316,,,
3784554,900,76678216,,,
3785010,2325,76680541,,,
3786126,675,76681216,,,
3786226,975,76682191,,,
3787664,975,76683166,,,
3787764,600,76683766,,,
3788596,1275,76685041,,,
3789452,600,76685641,,,
3789560,525,76686166,,,
3790392,1500,76687666,,,
3790412,1425,76689091,,,
3790902,900,76689991,,,
3790922,1575,76691566,,,
3792010,825,76692391,,,
3792118,525,76692916,,,
3793680,600,76693516,,,
3793780,450,76693966,,,
3794896,1200,76695166,,,
3795406,900,76696066,,,
3796238,450,76696516,,,
3796338,900,76697416,,,
3797174,2325,76699741,,,
3797194,1125,76700866,,,
3798026,825,76701691,,,
3798134,600,76702291,,,
3799564,675,76702966,,,
3799672,600,76703566,,,
3800760,1425,76704991,,,
3800780,1200,76706191,,,
3801869,600,76706791,,,
3801969,975,76707766,,,
3803057,825,76708591,,,
3803085,2123,76710714,,,
3803571,600,76711314,,,
3804431,450,76711764,,,
3804531,825,76712589,,,
3805367,1894,76714483,,,
3805387,1275,76715758,,,
3806219,525,76716283,,,
3806327,825,76717108,,,
3807753,450,76717558,,,
3807861,825,76718383,,,
3808949,825,76719208,,,
3808969,1800,76721008,,,
3809615,1575,76722583,,,
3810703,600,76723183,,,
3810803,675,76723858,,,
3812337,675,76724533,,,
3813197,900,76725433,,,
3814025,450,76725883,,,
3814133,825,76726708,,,
3814965,825,76727533,,,
3814985,600,76728133,,,
3815479,1200,76729333,,,
3815499,1200,76730533,,,
3816587,600,76731133,,,
3816695,525,76731658,,,
3818159,450,76732108,,,
3818195,450,76732558,,,
3819027,1125,76733683,,,
3819119,1125,76734808,,,
3819537,1200,76736008,,,
3819629,975,76736983,,,
3820717,825,76737808,,,
3820753,525,76738333,,,
3821845,1725,76740058,,,
3823017,975,76741033,,,
3823061,675,76741708,,,
3824555,525,76742233,,,
3825431,2175,76744408,,,
3825809,1425,76745833,,,
3825901,600,76746433,,,
3826733,975,76747408,,,
3826769,825,76748233,,,
3828271,600,76748833,,,
3828307,450,76749283,,,
3829395,1050,76750333,,,
3829487,2325,76752658,,,
3830571,600,76753258,,,
3830615,750,76754008,,,
3831787,1050,76755058,,,
3832297,1125,76756183,,,
3833173,975,76757158,,,
3834772,450,76757608,,,
3834864,1575,76759183,,,
3835732,1275,76760458,,,
3836242,675,76761133,,,
3837422,675,76761808,,,
3837994,1725,76763533,,,
3838038,825,76764358,,,
3839126,525,76764883,,,
3839210,675,76765558,,,
3840664,825,76766383,,,
3840748,825,76767208,,,
3841287,1290,76768498,,,
3841580,1050,76769548,,,
3841624,900,76770448,,,
3842478,1350,76771798,,,
3843346,825,76772623,,,
3843438,675,76773298,,,
3844884,825,76774123,,,
3846010,836,76774959,,,
3846064,900,76775859,,,
3846680,525,76776384,,,
3846764,675,76777059,,,
3847852,825,76777884,,,
3847896,750,76778634,,,
3848362,1650,76780284,,,
3848406,750,76781034,,,
3849238,975,76782009,,,
3849322,675,76782684,,,
3850802,825,76783509,,,
3850830,450,76783959,,,
3851918,1725,76785684,,,
3852018,2100,76787784,,,
3852432,1425,76789209,,,
3852532,1875,76791084,,,
3853364,600,76791684,,,
3853392,675,76792359,,,
3854840,900,76793259,,,
3855672,675,76793934,,,
3855692,450,76794384,,,
3857206,675,76795059,,,
3857226,900,76795959,,,
3858422,900,76796859,,,
3858448,1575,76798434,,,
3858548,1875,76800309,,,
3859636,600,76800909,,,
3859664,675,76801584,,,
3861170,825,76802409,,,
3861198,450,76802859,,,
3862030,1425,76804284,,,
3862130,1725,76806009,,,
3863478,600,76806609,,,
3863498,975,76807584,,,
3864330,900,76808484,,,
3864844,1650,76810134,,,
3865430,1216,76811350,,,
3866040,450,76811800,,,
3866060,600,76812400,,,
3866664,1875,76814275,,,
3866716,825,76815100,,,
3867804,600,76815700,,,
3867880,600,76816300,,,
3869338,675,76816975,,,
3869414,525,76817500,,,
3870246,1650,76819150,,,
3870298,675,76819825,,,
3871646,1125,76820950,,,
3871714,825,76821775,,,
3872546,825,76822600,,,
3873060,1575,76824175,,,
3874208,600,76824775,,,
3875354,675,76825450,,,
3875430,675,76826125,,,
3876518,1350,76827475,,,
3876570,975,76828450,,,
3877032,1200,76829650,,,
3877084,1500,76831150,,,
3877916,450,76831600,,,
3877992,675,76832275,,,
3879392,825,76833100,,,
3880224,525,76833625,,,
3880292,825,76834450,,,
3881826,450,76834900,,,
3882974,1050,76835950,,,
3883398,750,76836700,,,
3884346,525,76837225,,,
3884358,450,76837675,,,
3885884,675,76838350,,,
3886984,1350,76839700,,,
3887680,600,76840300,,,
3887684,675,76840975,,,
3888772,1200,76842175,,,
3888896,1950,76844125,,,
3889282,750,76844875,,,
3889406,675,76845550,,,
3890238,600,76846150,,,
3890242,675,76846825,,,
3892156,525,76847350,,,
3892168,525,76847875,,,
3893000,909,76848784,,,
3893116,1275,76850059,,,
3893626,975,76851034,,,
3894714,675,76851709,,,
3894726,525,76852234,,,
3895298,675,76852909,,,
3895422,833,76853742,,,
3896510,600,76854342,,,
3896514,900,76855242,,,
3898048,525,76855767,,,
3898052,450,76856217,,,
3898884,2025,76858242,,,
3899008,1425,76859667,,,
3899577,1575,76861242,,,
3899589,825,76862067,,,
3900421,600,76862667,,,
3900537,825,76863492,,,
3901959,675,76864167,,,
3902075,600,76864767,,,
3903163,900,76865667,,,
3903175,900,76866567,,,
3904259,975,76867542,,,
3904383,600,76868142,,,
3905475,1425,76869567,,,
3905985,600,76870167,,,
3906463,608,76870775,,,
3906752,1,76870776,,,
3906753,44463,76915239,,,
3906817,525,76915764,,,
3906941,825,76916589,,,
3908231,900,76917489,,,
3908347,450,76917939,,,
3909179,900,76918839,,,
3909191,1050,76919889,,,
3909689,900,76920789,,,
3909701,975,76921764,,,
3910789,600,76922364,,,
3910905,975,76923339,,,
3911997,1350,76924689,,,
3913089,450,76925139,,,
3913213,825,76925964,,,
3914627,600,76926564,,,
3914751,450,76927014,,,
3915583,1875,76928889,,,
3916135,1200,76930089,,,
3917223,600,76930689,,,
3917275,825,76931514,,,
3918809,600,76932114,,,
3919717,750,76932864,,,
3919795,836,76933700,,,
3920545,600,76934300,,,
3920605,450,76934750,,,
3921437,900,76935650,,,
3921505,750,76936400,,,
3921951,2100,76938500,,,
3922019,750,76939250,,,
3923107,600,76939850,,,
3923167,450,76940300,,,
3924773,975,76941275,,,
3924825,450,76941725,,,
3925913,825,76942550,,,
3926349,1216,76943766,,,
3926427,1200,76944966,,,
3927335,675,76945641,,,
3928223,900,76946541,,,
3928291,1500,76948041,,,
3929123,600,76948641,,,
3929183,450,76949091,,,
3930657,450,76949541,,,
3930717,450,76949991,,,
3931805,825,76950816,,,
3931873,1125,76951941,,,
3932180,525,76952466,,,
3932264,600,76953066,,,
3933352,975,76954041,,,
3933396,1725,76955766,,,
3934890,825,76956591,,,
3934934,1050,76957641,,,
3935766,825,76958466,,,
3935850,675,76959141,,,
3937234,1125,76960266,,,
3938066,975,76961241,,,
3938158,1875,76963116,,,
3938668,450,76963566,,,
3939792,675,76964241,,,
3940906,975,76965216,,,
3940950,2325,76967541,,,
3942038,450,76967991,,,
3942122,675,76968666,,,
3942548,450,76969116,,,
3942632,525,76969641,,,
3943464,600,76970241,,,
3943508,675,76970916,,,
3944848,1275,76972191,,,
3944940,600,76972791,,,
3945772,825,76973616,,,
3947310,675,76974291,,,
3948434,675,76974966,,,
3948982,525,76975491,,,
3949002,750,76976241,,,
3949942,1050,76977291,,,
3951476,1200,76978491,,,
3952564,975,76979466,,,
3952584,450,76979916,,,
3953164,1200,76981116,,,
3953264,975,76982091,,,
3954352,450,76982541,,,
3954380,600,76983141,,,
3954866,975,76984116,,,
3954894,600,76984716,,,
3955726,1050,76985766,,,
3955826,1500,76987266,,,
3957640,1275,76988541,,,
3958580,1200,76989741,,,
3958600,450,76990191,,,
3959094,975,76991166,,,
3959114,525,76991691,,,
3960202,675,76992366,,,
3960882,675,76993041,,,
3960910,600,76993641,,,
3961998,1425,76995066,,,
3962098,1050,76996116,,,
3963532,1125,76997241,,,
3963632,1275,76998516,,,
3964464,825,76999341,,,
3964492,450,76999791,,,
3965067,525,77000316,,,
3965175,975,77001291,,,
3966007,1050,77002341,,,
3966027,825,77003166,,,
3967541,750,77003916,,,
3967561,1050,77004966,,,
3968649,525,77005491,,,
3968757,525,77006016,,,
3969841,600,77006616,,,
3970957,900,77007516,,,
3971057,450,77007966,,,
3971471,825,77008791,,,
3971571,450,77009241,,,
3972403,900,77010141,,,
3973813,975,77011116,,,
3973833,825,77011941,,,
3974665,600,77012541,,,
3974773,600,77013141,,,
3975179,675,77013816,,,
3975287,675,77014491,,,
3976375,1200,77015691,,,
3976395,600,77016291,,,
3977487,975,77017266,,,
